Time Period,period start date,Payer Name,Payer Segment,Channel,Line of therapy,HCO Territory,HCO Region,HCO Area,HCO Nation,drug name,class,claims count,paid claims count,reverse claim count,rejected claim count,reject reason,Patient Count
M10,9/1/2025,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,Virginia_North,Virginia,West,US,ILUMYA,IL-23,309,278,23,8,Authorization Denied,213
M5,2/1/2026,UnitedHealthcare,Commercial,Managed Care,3L+,Texas_North,Texas,North,US,Cosentyx,IL-17A,639,581,43,15,Authorization Denied,562
M5,2/1/2026,Highmark,Regional Health Plan,Managed Care,3L+,Tennessee_Nashville,Tennessee,West,US,Cosentyx,IL-17A,626,228,44,354,Authorization Denied,513
M10,9/1/2025,TRICARE,Government,Federal,1L,Texas_North,Texas,North,US,Tremfya,IL-23,381,86,0,295,Prior Authorization Required,328
M6,1/1/2026,Medicare FFS,Government,Medicare,2L,Virginia_South,Virginia,East,US,Humira,TNF,942,805,0,137,Authorization Denied,744
M9,10/1/2025,CVS Caremark,PBM,Pharmacy Benefit,1L,Texas_North,Texas,North,US,Humira,TNF,441,196,9,236,Refill Too Soon,309
M10,9/1/2025,Centene Corporation,Medicaid Managed Care,Medicaid,2L,Texas_South,Texas,North,US,BIMZLEX,IL-17A & IL-17F,271,115,37,119,Medical Records Requested,190
M9,10/1/2025,UnitedHealthcare,Commercial,Managed Care,3L+,Washington_State,Washington,West,US,Tremfya,IL-23,718,113,37,568,Prior Authorization Required,625
M5,2/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Virginia_South,Virginia,East,US,Stelara,IL-12/23,532,137,42,353,Medical Records Requested,463
M2,5/1/2026,Medicaid State Plans,Government,Medicaid,3L+,Washington_State,Washington,West,US,Stelara,IL-12/23,218,71,27,120,Authorization Denied,155
M5,2/1/2026,TRICARE,Government,Federal,2L,Virginia_North,Virginia,West,US,Stelara,IL-12/23,487,123,49,315,Prior Authorization Required,360
M11,8/1/2025,Highmark,Regional Health Plan,Managed Care,1L,Tennessee_Nashville,Tennessee,West,US,BIMZLEX,IL-17A & IL-17F,681,537,13,131,Prior Authorization Required,565
M4,3/1/2026,Medicare FFS,Government,Medicare,1L,Virginia_South,Virginia,East,US,Tremfya,IL-23,727,343,28,356,Authorization Denied,654
M6,1/1/2026,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Virginia_South,Virginia,East,US,Tremfya,IL-23,293,256,30,7,Medical Records Requested,237
M1,6/1/2026,CVS Caremark,PBM,Pharmacy Benefit,1L,Washington_State,Washington,West,US,Skyrizi,IL-23,126,104,17,5,Prior Authorization Required,96
M5,2/1/2026,Aetna,Commercial,Managed Care,3L+,Virginia_North,Virginia,West,US,BIMZLEX,IL-17A & IL-17F,625,152,4,469,Referral Required,475
M1,6/1/2026,Blue Cross Blue Shield,Commercial,Managed Care,2L,Texas_South,Texas,North,US,ILUMYA,IL-23,502,163,4,335,Refill Too Soon,417
M10,9/1/2025,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,Texas_North,Texas,North,US,Stelara,IL-12/23,756,702,2,52,Prior Authorization Required,514
M8,11/1/2025,CVS Caremark,PBM,Pharmacy Benefit,3L+,Virginia_North,Virginia,West,US,Stelara,IL-12/23,622,454,47,121,Authorization Denied,498
M3,4/1/2026,CareSource,Medicaid Managed Care,Medicaid,2L,Texas_South,Texas,North,US,Humira,TNF,172,124,43,5,Medical Records Requested,132
M11,8/1/2025,Florida Blue,Regional Health Plan,Managed Care,3L+,Texas_North,Texas,North,US,BIMZLEX,IL-17A & IL-17F,213,112,6,95,Refill Too Soon,155
M1,6/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Washington_State,Washington,West,US,Cosentyx,IL-17A,713,258,28,427,Refill Too Soon,563
M1,6/1/2026,Health Care Service Corporation,Commercial,Managed Care,1L,Virginia_South,Virginia,East,US,Tremfya,IL-23,984,821,46,117,Authorization Denied,659
M7,12/1/2025,Cigna Healthcare,Commercial,Managed Care,3L+,Texas_North,Texas,North,US,Skyrizi,IL-23,668,83,3,582,Medical Records Requested,574
M11,8/1/2025,EmblemHealth,Regional Health Plan,Managed Care,1L,Texas_South,Texas,North,US,Humira,TNF,672,508,4,160,Authorization Denied,524
M7,12/1/2025,CareSource,Medicaid Managed Care,Medicaid,1L,Virginia_South,Virginia,East,US,ILUMYA,IL-23,332,50,15,267,Medical Records Requested,256
M8,11/1/2025,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Texas_South,Texas,North,US,Tremfya,IL-23,410,298,32,80,Prior Authorization Required,295
M1,6/1/2026,Cigna Healthcare,Commercial,Managed Care,3L+,Washington_State,Washington,West,US,Cosentyx,IL-17A,982,841,41,100,Referral Required,756
M5,2/1/2026,Medicaid State Plans,Government,Medicaid,2L,Texas_North,Texas,North,US,Skyrizi,IL-23,697,239,43,415,Refill Too Soon,537
M8,11/1/2025,Medicaid State Plans,Government,Medicaid,1L,Virginia_North,Virginia,West,US,Humira,TNF,137,94,27,16,Referral Required,97
M1,6/1/2026,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Texas_North,Texas,North,US,Stelara,IL-12/23,545,152,22,371,Prior Authorization Required,354
M4,3/1/2026,Blue Cross Blue Shield,Commercial,Managed Care,3L+,Virginia_South,Virginia,East,US,Cosentyx,IL-17A,355,93,38,224,Authorization Denied,309
M11,8/1/2025,TRICARE,Government,Federal,1L,Virginia_South,Virginia,East,US,Skyrizi,IL-23,196,86,50,60,Referral Required,176
M2,5/1/2026,Veterans Health Administration (VA),Government,Veterans/Federal,3L+,Texas_North,Texas,North,US,BIMZLEX,IL-17A & IL-17F,233,148,41,44,Prior Authorization Required,203
M8,11/1/2025,Cigna Healthcare,Commercial,Managed Care,2L,Texas_North,Texas,North,US,Skyrizi,IL-23,815,542,0,273,Medical Records Requested,628
M6,1/1/2026,Highmark,Regional Health Plan,Managed Care,1L,Texas_North,Texas,North,US,Cosentyx,IL-17A,329,99,49,181,Medical Records Requested,286
M10,9/1/2025,Elevance Health (Anthem),Commercial,Managed Care,3L+,Virginia_South,Virginia,East,US,Stelara,IL-12/23,326,240,31,55,Authorization Denied,258
M7,12/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Virginia_South,Virginia,East,US,Tremfya,IL-23,392,230,40,122,Prior Authorization Required,255
M12,7/1/2025,Humana,Commercial,Medicare Advantage,3L+,Texas_North,Texas,North,US,Skyrizi,IL-23,282,104,1,177,Refill Too Soon,214
M5,2/1/2026,Centene Corporation,Medicaid Managed Care,Medicaid,2L,Virginia_North,Virginia,West,US,Stelara,IL-12/23,697,351,41,305,Refill Too Soon,537
M4,3/1/2026,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Texas_North,Texas,North,US,BIMZLEX,IL-17A & IL-17F,847,541,32,274,Refill Too Soon,584
M4,3/1/2026,Elevance Health (Anthem),Commercial,Managed Care,1L,Texas_South,Texas,North,US,ILUMYA,IL-23,503,69,13,421,Authorization Denied,433
M9,10/1/2025,Cigna Healthcare,Commercial,Managed Care,3L+,Texas_South,Texas,North,US,Tremfya,IL-23,446,264,45,137,Referral Required,294
M8,11/1/2025,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,2L,Texas_South,Texas,North,US,Skyrizi,IL-23,816,372,50,394,Medical Records Requested,563
M3,4/1/2026,Highmark,Regional Health Plan,Managed Care,2L,Washington_State,Washington,West,US,Humira,TNF,391,114,4,273,Medical Records Requested,328
M11,8/1/2025,Prime Therapeutics,PBM,Pharmacy Benefit,3L+,Texas_North,Texas,North,US,Humira,TNF,570,403,1,166,Prior Authorization Required,490
M1,6/1/2026,Medicaid State Plans,Government,Medicaid,3L+,Alabama_Birmingham,Alabama,North,US,Humira,TNF,414,307,7,100,Medical Records Requested,286
M1,6/1/2026,CareSource,Medicaid Managed Care,Medicaid,3L+,Alabama_Birmingham,Alabama,North,US,Stelara,IL-12/23,436,159,29,248,Referral Required,375
M5,2/1/2026,CVS Caremark,PBM,Pharmacy Benefit,2L,Alabama_Birmingham,Alabama,North,US,Tremfya,IL-23,461,204,45,212,Refill Too Soon,313
M5,2/1/2026,Veterans Health Administration (VA),Government,Veterans/Federal,1L,Alabama_Birmingham,Alabama,North,US,ILUMYA,IL-23,432,202,40,190,Refill Too Soon,337
M1,6/1/2026,Medicare FFS,Government,Medicare,1L,Alabama_Birmingham,Alabama,North,US,Cosentyx,IL-17A,879,273,0,606,Prior Authorization Required,642
M4,3/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Alabama_Birmingham,Alabama,North,US,Tremfya,IL-23,973,842,20,111,Referral Required,769
M11,8/1/2025,Independence Blue Cross,Regional Health Plan,Managed Care,2L,Alabama_Birmingham,Alabama,North,US,Humira,TNF,989,220,25,744,Authorization Denied,682
M6,1/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Alabama_Birmingham,Alabama,North,US,ILUMYA,IL-23,206,167,38,1,Medical Records Requested,183
M1,6/1/2026,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,Alabama_Birmingham,Alabama,North,US,ILUMYA,IL-23,187,70,11,106,Prior Authorization Required,122
M4,3/1/2026,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Alabama_Birmingham,Alabama,North,US,BIMZLEX,IL-17A & IL-17F,492,381,11,100,Referral Required,325
M8,11/1/2025,Aetna,Commercial,Managed Care,2L,Alabama_Birmingham,Alabama,North,US,Tremfya,IL-23,859,561,47,251,Prior Authorization Required,773
M6,1/1/2026,Health Care Service Corporation,Commercial,Managed Care,1L,Alabama_Birmingham,Alabama,North,US,ILUMYA,IL-23,976,549,0,427,Referral Required,839
M6,1/1/2026,Elevance Health (Anthem),Commercial,Managed Care,3L+,Alabama_Birmingham,Alabama,North,US,Skyrizi,IL-23,523,447,6,70,Refill Too Soon,345
M8,11/1/2025,Blue Cross Blue Shield,Commercial,Managed Care,2L,Alabama_Birmingham,Alabama,North,US,Stelara,IL-12/23,751,203,37,511,Prior Authorization Required,496
M8,11/1/2025,Medicaid State Plans,Government,Medicaid,1L,Alabama_Birmingham,Alabama,North,US,Stelara,IL-12/23,783,91,17,675,Medical Records Requested,689
M6,1/1/2026,Medicare FFS,Government,Medicare,2L,Alabama_Birmingham,Alabama,North,US,Cosentyx,IL-17A,496,471,19,6,Referral Required,357
M12,7/1/2025,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Alabama_Birmingham,Alabama,North,US,Tremfya,IL-23,300,207,40,53,Prior Authorization Required,255
M2,5/1/2026,Medicaid State Plans,Government,Medicaid,1L,Alabama_Birmingham,Alabama,North,US,Skyrizi,IL-23,658,51,27,580,Refill Too Soon,513
M10,9/1/2025,Health Care Service Corporation,Commercial,Managed Care,1L,Alabama_Birmingham,Alabama,North,US,Cosentyx,IL-17A,296,74,50,172,Referral Required,243
M8,11/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Alabama_Birmingham,Alabama,North,US,Tremfya,IL-23,674,505,29,140,Authorization Denied,499
M2,5/1/2026,Elevance Health (Anthem),Commercial,Managed Care,3L+,Alabama_Birmingham,Alabama,North,US,ILUMYA,IL-23,148,126,15,7,Referral Required,96
M9,10/1/2025,CareSource,Medicaid Managed Care,Medicaid,2L,Alabama_Birmingham,Alabama,North,US,Cosentyx,IL-17A,730,523,25,182,Prior Authorization Required,482
M9,10/1/2025,Cigna Healthcare,Commercial,Managed Care,1L,Alabama_Birmingham,Alabama,North,US,Cosentyx,IL-17A,827,762,47,18,Referral Required,744
M9,10/1/2025,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Alabama_Birmingham,Alabama,North,US,Humira,TNF,537,390,26,121,Referral Required,408
M6,1/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,2L,Alabama_Birmingham,Alabama,North,US,BIMZLEX,IL-17A & IL-17F,750,352,21,377,Prior Authorization Required,563
M2,5/1/2026,Express Scripts,PBM,Pharmacy Benefit,1L,Alabama_Birmingham,Alabama,North,US,Skyrizi,IL-23,718,433,8,277,Prior Authorization Required,639
M10,9/1/2025,Optum Rx,PBM,Pharmacy Benefit,1L,Alabama_Birmingham,Alabama,North,US,Cosentyx,IL-17A,813,751,6,56,Prior Authorization Required,545
M6,1/1/2026,CVS Caremark,PBM,Pharmacy Benefit,1L,Alabama_Birmingham,Alabama,North,US,Tremfya,IL-23,871,658,39,174,Refill Too Soon,662
M5,2/1/2026,Medicaid State Plans,Government,Medicaid,2L,Alabama_Birmingham,Alabama,North,US,Humira,TNF,520,378,45,97,Authorization Denied,411
M12,7/1/2025,EmblemHealth,Regional Health Plan,Managed Care,2L,Alabama_Birmingham,Alabama,North,US,Humira,TNF,178,65,35,78,Referral Required,160
M2,5/1/2026,Health Care Service Corporation,Commercial,Managed Care,3L+,Alabama_Birmingham,Alabama,North,US,BIMZLEX,IL-17A & IL-17F,210,97,32,81,Prior Authorization Required,137
M9,10/1/2025,Centene Corporation,Medicaid Managed Care,Medicaid,3L+,Alabama_Birmingham,Alabama,North,US,ILUMYA,IL-23,776,163,19,594,Refill Too Soon,574
M12,7/1/2025,Medicare FFS,Government,Medicare,1L,Alabama_Birmingham,Alabama,North,US,Tremfya,IL-23,806,629,3,174,Authorization Denied,637
M1,6/1/2026,EmblemHealth,Regional Health Plan,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,ILUMYA,IL-23,221,104,41,76,Refill Too Soon,197
M10,9/1/2025,EmblemHealth,Regional Health Plan,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Skyrizi,IL-23,790,422,3,365,Medical Records Requested,537
M3,4/1/2026,Molina Healthcare,Medicaid Managed Care,Medicaid,3L+,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,914,336,8,570,Refill Too Soon,631
M5,2/1/2026,Elevance Health (Anthem),Commercial,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,491,424,27,40,Referral Required,388
M8,11/1/2025,Elevance Health (Anthem),Commercial,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Skyrizi,IL-23,579,354,10,215,Referral Required,405
M2,5/1/2026,EmblemHealth,Regional Health Plan,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Skyrizi,IL-23,856,455,15,386,Prior Authorization Required,753
M8,11/1/2025,EmblemHealth,Regional Health Plan,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,Skyrizi,IL-23,873,490,5,378,Medical Records Requested,629
M5,2/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,3L+,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,227,207,4,16,Refill Too Soon,163
M10,9/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,811,741,27,43,Authorization Denied,714
M1,6/1/2026,Medicare FFS,Government,Medicare,3L+,Arizona_Phoenix,Arizona,West,US,ILUMYA,IL-23,935,504,17,414,Prior Authorization Required,767
M3,4/1/2026,Florida Blue,Regional Health Plan,Managed Care,2L,Arizona_Phoenix,Arizona,West,US,Tremfya,IL-23,698,401,24,273,Refill Too Soon,621
M6,1/1/2026,Optum Rx,PBM,Pharmacy Benefit,2L,Arizona_Phoenix,Arizona,West,US,Cosentyx,IL-17A,143,51,6,86,Refill Too Soon,114
M5,2/1/2026,Veterans Health Administration (VA),Government,Veterans/Federal,2L,Arizona_Phoenix,Arizona,West,US,Humira,TNF,784,672,50,62,Medical Records Requested,706
M10,9/1/2025,Blue Cross Blue Shield,Commercial,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,231,62,14,155,Refill Too Soon,155
M1,6/1/2026,Elevance Health (Anthem),Commercial,Managed Care,2L,Arizona_Phoenix,Arizona,West,US,Tremfya,IL-23,855,194,26,635,Refill Too Soon,667
M2,5/1/2026,Elevance Health (Anthem),Commercial,Managed Care,2L,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,241,147,0,94,Medical Records Requested,202
M11,8/1/2025,Medicare FFS,Government,Medicare,1L,Arizona_Phoenix,Arizona,West,US,ILUMYA,IL-23,800,204,33,563,Prior Authorization Required,704
M1,6/1/2026,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Humira,TNF,575,169,22,384,Referral Required,391
M5,2/1/2026,UnitedHealthcare,Commercial,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,Humira,TNF,206,143,5,58,Prior Authorization Required,167
M11,8/1/2025,CareSource,Medicaid Managed Care,Medicaid,1L,Arizona_Phoenix,Arizona,West,US,Cosentyx,IL-17A,763,576,26,161,Medical Records Requested,565
M9,10/1/2025,Independence Blue Cross,Regional Health Plan,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Tremfya,IL-23,458,131,30,297,Prior Authorization Required,394
M2,5/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Arizona_Phoenix,Arizona,West,US,Tremfya,IL-23,822,298,17,507,Prior Authorization Required,575
M2,5/1/2026,Florida Blue,Regional Health Plan,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,Cosentyx,IL-17A,909,622,28,259,Refill Too Soon,654
M7,12/1/2025,Highmark,Regional Health Plan,Managed Care,2L,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,442,267,23,152,Authorization Denied,380
M9,10/1/2025,CVS Caremark,PBM,Pharmacy Benefit,3L+,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,150,61,1,88,Authorization Denied,122
M11,8/1/2025,Health Care Service Corporation,Commercial,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Tremfya,IL-23,900,424,40,436,Authorization Denied,792
M2,5/1/2026,CareSource,Medicaid Managed Care,Medicaid,2L,Arizona_Phoenix,Arizona,West,US,Tremfya,IL-23,994,192,40,762,Referral Required,686
M10,9/1/2025,Prime Therapeutics,PBM,Pharmacy Benefit,1L,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,393,363,8,22,Medical Records Requested,275
M9,10/1/2025,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Arizona_Phoenix,Arizona,West,US,ILUMYA,IL-23,171,146,2,23,Refill Too Soon,115
M6,1/1/2026,CVS Caremark,PBM,Pharmacy Benefit,2L,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,530,64,6,460,Prior Authorization Required,371
M4,3/1/2026,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,1L,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,632,515,25,92,Prior Authorization Required,480
M9,10/1/2025,Medicare FFS,Government,Medicare,2L,Arizona_Phoenix,Arizona,West,US,Cosentyx,IL-17A,668,336,43,289,Prior Authorization Required,534
M6,1/1/2026,Elevance Health (Anthem),Commercial,Managed Care,2L,Arizona_Phoenix,Arizona,West,US,ILUMYA,IL-23,269,134,45,90,Referral Required,218
M9,10/1/2025,Optum Rx,PBM,Pharmacy Benefit,3L+,Arizona_Phoenix,Arizona,West,US,Humira,TNF,636,233,48,355,Medical Records Requested,541
M8,11/1/2025,Molina Healthcare,Medicaid Managed Care,Medicaid,1L,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,830,350,20,460,Medical Records Requested,714
M10,9/1/2025,Medicaid State Plans,Government,Medicaid,2L,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,361,293,39,29,Authorization Denied,325
M3,4/1/2026,WellCare,Medicare/Medicaid,Medicare Advantage,1L,Arizona_Phoenix,Arizona,West,US,BIMZLEX,IL-17A & IL-17F,950,899,38,13,Authorization Denied,798
M2,5/1/2026,Health Care Service Corporation,Commercial,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,Cosentyx,IL-17A,256,119,50,87,Prior Authorization Required,179
M8,11/1/2025,Cigna Healthcare,Commercial,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,672,132,37,503,Authorization Denied,591
M11,8/1/2025,Aetna,Commercial,Managed Care,1L,Arizona_Phoenix,Arizona,West,US,Humira,TNF,381,85,14,282,Medical Records Requested,305
M6,1/1/2026,Florida Blue,Regional Health Plan,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,Stelara,IL-12/23,515,84,33,398,Medical Records Requested,407
M2,5/1/2026,Independence Blue Cross,Regional Health Plan,Managed Care,3L+,Arizona_Phoenix,Arizona,West,US,ILUMYA,IL-23,284,161,27,96,Medical Records Requested,233
M4,3/1/2026,Kaiser Permanente,Integrated Delivery Network (IDN),Managed Care,3L+,California_North,California,South,US,Skyrizi,IL-23,748,166,33,549,Authorization Denied,531
M11,8/1/2025,CareSource,Medicaid Managed Care,Medicaid,1L,California_North,California,South,US,Skyrizi,IL-23,655,347,19,289,Authorization Denied,432
M6,1/1/2026,Elevance Health (Anthem),Commercial,Managed Care,2L,California_North,California,South,US,BIMZLEX,IL-17A & IL-17F,415,277,23,115,Prior Authorization Required,295
M11,8/1/2025,Centene Corporation,Medicaid Managed Care,Medicaid,1L,California_North,California,South,US,Humira,TNF,780,714,10,56,Medical Records Requested,577
M4,3/1/2026,EmblemHealth,Regional Health Plan,Managed Care,3L+,California_North,California,South,US,Stelara,IL-12/23,651,446,12,193,Medical Records Requested,475
M3,4/1/2026,Humana,Commercial,Medicare Advantage,2L,California_North,California,South,US,Cosentyx,IL-17A,178,51,36,91,Authorization Denied,121
M10,9/1/2025,Medicaid State Plans,Government,Medicaid,2L,California_North,California,South,US,BIMZLEX,IL-17A & IL-17F,283,231,49,3,Referral Required,249
M10,9/1/2025,Medicaid State Plans,Government,Medicaid,2L,California_North,California,South,US,Stelara,IL-12/23,523,309,28,186,Prior Authorization Required,424
M1,6/1/2026,Molina Healthcare,Medicaid Managed Care,Medicaid,2L,California_North,California,South,US,ILUMYA,IL-23,167,64,30,73,Medical Records Requested,135
M10,9/1/2025,Health Care Service Corporation,Commercial,Managed Care,3L+,California_North,California,South,US,Cosentyx,IL-17A,266,209,30,27,Prior Authorization Required,237
